"Último: Tiempo (s)";"Último: Potencial (V)"
0,2223;0,00162804600733
0,2232;0,00162804600733
0,2241;0,00162804600733
0,225;0,00162804600733
0,2259;-0,00813996376068
0,2268;-0,00325595887668
0,2277;-0,00325595887668
0,2286;0,00162804600733
0,2295;0,00162804600733
0,2304;-0,00325595887668
0,2313;0,00162804600733
0,2322;-0,00325595887668
0,2331;-0,00325595887668
0,234;-0,00325595887668
0,2349;0,00162804600733
0,2358;0,00162804600733
0,2367;-0,00813996376068
0,2376;-0,00325595887668
0,2385;0,00162804600733
0,2394;-0,00325595887668
0,2403;-0,00325595887668
0,2412;0,00162804600733
0,2421;0,00162804600733
0,243;0,00162804600733
0,2439;-0,00325595887668
0,2448;-0,00813996376068
0,2457;-0,00325595887668
0,2466;0,00162804600733
0,2475;-0,00325595887668
0,2484;-0,00325595887668
0,2493;-0,00325595887668
0,2502;-0,00325595887668
0,2511;-0,00813996376068
0,252;-0,00325595887668
0,2529;-0,00325595887668
0,2538;-0,00325595887668
0,2547;0,00162804600733
0,2556;0,00162804600733
0,2565;-0,00813996376068
0,2574;-0,00325595887668
0,2583;-0,00325595887668
0,2592;-0,00325595887668
0,2601;0,00162804600733
0,261;0,00162804600733
0,2619;0,00162804600733
0,2628;-0,00325595887668
0,2637;-0,00813996376068
0,2646;0,00162804600733
0,2655;0,00162804600733
0,2664;-0,00325595887668
0,2673;0,00162804600733
0,2682;-0,00325595887668
0,2691;-0,00813996376068
0,27;-0,00325595887668
0,2709;0,00162804600733
0,2718;0,00162804600733
0,2727;0,00162804600733
0,2736;-0,00325595887668
0,2745;-0,00813996376068
0,2754;-0,00325595887668
0,2763;0,00162804600733
0,2772;0,00162804600733
0,2781;0,00162804600733
0,279;-0,00325595887668
0,2799;0,00162804600733
0,2808;-0,00325595887668
0,2817;0,00162804600733
0,2826;-0,00325595887668
0,2835;-0,00325595887668
0,2844;0,00162804600733
0,2853;0,00162804600733
0,2862;0,00162804600733
0,2871;-0,00325595887668
0,288;-0,00325595887668
0,2889;-0,00325595887668
0,2898;-0,00325595887668
0,2907;-0,00325595887668
0,2916;0,00162804600733
0,2925;-0,00325595887668
0,2934;-0,00325595887668
0,2943;-0,00325595887668
0,2952;-0,00325595887668
0,2961;0,00162804600733
0,297;0,00162804600733
0,2979;0,00162804600733
0,2988;-0,00325595887668
0,2997;-0,00325595887668
0,3006;-0,00325595887668
0,3015;0,00162804600733
0,3024;-0,00325595887668
0,3033;0,00162804600733
0,3042;0,00162804600733
0,3051;-0,00325595887668
0,306;0,00162804600733
0,3069;0,00651205089133
0,3078;0,00162804600733
0,3087;0,00162804600733
0,3096;-0,00325595887668
0,3105;0,00162804600733
0,3114;0,00162804600733
0,3123;0,00162804600733
0,3132;0,00651205089133
0,3141;0,00162804600733
0,315;0,00162804600733
0,3159;0,00162804600733
0,3168;-0,00325595887668
0,3177;0,00162804600733
0,3186;-0,00325595887668
0,3195;-0,00325595887668
0,3204;-0,00325595887668
0,3213;0,00162804600733
0,3222;0,00162804600733
0,3231;-0,00325595887668
0,324;-0,00813996376068
0,3249;-0,00325595887668
0,3258;0,00162804600733
0,3267;-0,00325595887668
0,3276;-0,00325595887668
0,3285;-0,00325595887668
0,3294;0,00162804600733
0,3303;-0,00325595887668
0,3312;0,00162804600733
0,3321;0,00162804600733
0,333;-0,00325595887668
0,3339;-0,00325595887668
0,3348;0,00162804600733
0,3357;-0,00813996376068
0,3366;-0,00325595887668
0,3375;-0,00325595887668
0,3384;-0,00325595887668
0,3393;0,00162804600733
0,3402;-0,00325595887668
0,3411;-0,00325595887668
0,342;-0,00325595887668
0,3429;-0,00325595887668
0,3438;0,00162804600733
0,3447;-0,00813996376068
0,3456;0,00162804600733
0,3465;0,00162804600733
0,3474;-0,00325595887668
0,3483;-0,00325595887668
0,3492;-0,00325595887668
0,3501;0,00162804600733
0,351;-0,00325595887668
0,3519;-0,00325595887668
0,3528;0,00162804600733
0,3537;-0,00325595887668
0,3546;-0,00325595887668
0,3555;-0,00325595887668
0,3564;0,00162804600733
0,3573;0,00162804600733
0,3582;-0,00325595887668
0,3591;-0,00325595887668
0,36;-0,00813996376068
0,3609;0,00162804600733
0,3618;-0,00325595887668
0,3627;0,00162804600733
0,3636;-0,00325595887668
0,3645;0,00162804600733
0,3654;0,00162804600733
0,3663;-0,00325595887668
0,3672;-0,00325595887668
0,3681;-0,00325595887668
0,369;0,00162804600733
0,3699;0,00162804600733
0,3708;-0,00325595887668
0,3717;-0,00325595887668
0,3726;-0,00325595887668
0,3735;0,00162804600733
0,3744;-0,00325595887668
0,3753;0,00651205089133
0,3762;-0,00325595887668
0,3771;-0,00325595887668
0,378;-0,00325595887668
0,3789;-0,00325595887668
0,3798;-0,00325595887668
0,3807;0,00162804600733
0,3816;0,00162804600733
0,3825;0,00651205089133
0,3834;-0,00325595887668
0,3843;-0,00813996376068
0,3852;-0,00325595887668
0,3861;0,00162804600733
0,387;-0,00325595887668
0,3879;-0,00813996376068
0,3888;0,00162804600733
0,3897;0,00162804600733
0,3906;-0,00813996376068
0,3915;-0,00325595887668
0,3924;-0,00325595887668
0,3933;0,00162804600733
0,3942;-0,00325595887668
0,3951;0,00162804600733
0,396;0,00162804600733
0,3969;-0,00325595887668
0,3978;-0,00325595887668
0,3987;0,00162804600733
0,3996;-0,00325595887668
0,4005;-0,00325595887668
0,4014;-0,00325595887668
0,4023;-0,00325595887668
0,4032;-0,00325595887668
0,4041;-0,00325595887668
0,405;0,00162804600733
0,4059;0,00162804600733
0,4068;-0,00325595887668
0,4077;-0,00325595887668
0,4086;-0,00325595887668
0,4095;-0,00813996376068
0,4104;0,00162804600733
0,4113;0,00162804600733
0,4122;-0,00325595887668
0,4131;0,00162804600733
0,414;-0,00325595887668
0,4149;-0,00813996376068
0,4158;-0,00325595887668
0,4167;0,00162804600733
0,4176;0,00651205089133
0,4185;0,00162804600733
0,4194;0,00162804600733
0,4203;0,00162804600733
0,4212;-0,00325595887668
0,4221;0,00162804600733
0,423;0,00162804600733
0,4239;0,00162804600733
0,4248;0,00162804600733
0,4257;-0,00813996376068
0,4266;-0,00325595887668
0,4275;-0,00325595887668
0,4284;-0,00325595887668
0,4293;0,00162804600733
0,4302;0,00651205089133
0,4311;0,00162804600733
0,432;0,00162804600733
0,4329;-0,00325595887668
0,4338;-0,00325595887668
0,4347;-0,00325595887668
0,4356;0,00162804600733
0,4365;0,00162804600733
0,4374;-0,00325595887668
0,4383;0,00162804600733
0,4392;-0,00325595887668
0,4401;-0,00325595887668
0,441;-0,00325595887668
0,4419;-0,00325595887668
0,4428;-0,00325595887668
0,4437;0,00162804600733
0,4446;-0,00325595887668
0,4455;-0,00325595887668
0,4464;-0,00325595887668
0,4473;-0,00813996376068
0,4482;-0,00325595887668
0,4491;-0,00325595887668
0,45;-0,00813996376068
0,4509;-0,00325595887668
0,4518;0,00162804600733
0,4527;-0,00325595887668
0,4536;-0,00325595887668
0,4545;0,00651205089133
0,4554;0,00162804600733
0,4563;-0,00325595887668
0,4572;-0,00325595887668
0,4581;-0,00813996376068
0,459;-0,00813996376068
0,4599;-0,00325595887668
0,4608;-0,00813996376068
0,4617;-0,00325595887668
0,4626;-0,00325595887668
0,4635;0,00162804600733
0,4644;-0,00813996376068
0,4653;-0,00325595887668
0,4662;0,00162804600733
0,4671;0,00162804600733
0,468;-0,00325595887668
0,4689;-0,00325595887668
0,4698;-0,00813996376068
0,4707;-0,00325595887668
0,4716;-0,00325595887668
0,4725;0,00162804600733
0,4734;0,00162804600733
0,4743;0,00651205089133
0,4752;-0,00325595887668
0,4761;-0,0130239686447
0,477;-0,00325595887668
0,4779;-0,00325595887668
0,4788;0,00162804600733
0,4797;0,00162804600733
0,4806;0,00162804600733
0,4815;0,00162804600733
0,4824;-0,00325595887668
0,4833;-0,00813996376068
0,4842;-0,00813996376068
0,4851;-0,00325595887668
0,486;-0,00325595887668
0,4869;0,00162804600733
0,4878;0,00162804600733
0,4887;-0,00325595887668
0,4896;-0,00325595887668
0,4905;-0,00325595887668
0,4914;0,00162804600733
0,4923;-0,00325595887668
0,4932;0,00162804600733
0,4941;-0,00325595887668
0,495;-0,00325595887668
0,4959;-0,00325595887668
0,4968;-0,00325595887668
0,4977;0,00162804600733
0,4986;0,00651205089133
0,4995;0,00162804600733
0,5004;-0,00325595887668
0,5013;-0,00813996376068
0,5022;-0,00325595887668
0,5031;-0,00325595887668
0,504;0,00162804600733
0,5049;0,00162804600733
0,5058;0,00162804600733
0,5067;0,00162804600733
0,5076;0,00162804600733
0,5085;-0,00325595887668
0,5094;-0,00813996376068
0,5103;0,00651205089133
0,5112;0,00162804600733
0,5121;-0,00325595887668
0,513;-0,00325595887668
0,5139;-0,00325595887668
0,5148;-0,00325595887668
0,5157;-0,00325595887668
0,5166;-0,00325595887668
0,5175;-0,00325595887668
0,5184;0,00162804600733
0,5193;0,00162804600733
0,5202;0,00162804600733
0,5211;-0,00325595887668
0,522;-0,00325595887668
0,5229;0,00162804600733
0,5238;0,00162804600733
0,5247;-0,00325595887668
0,5256;-0,00813996376068
0,5265;-0,00325595887668
0,5274;-0,00325595887668
0,5283;0,00162804600733
0,5292;0,00162804600733
0,5301;-0,00325595887668
0,531;0,00162804600733
0,5319;-0,00325595887668
0,5328;-0,00325595887668
0,5337;0,00162804600733
0,5346;0,00162804600733
0,5355;0,00162804600733
0,5364;-0,00325595887668
0,5373;0,00162804600733
0,5382;-0,00813996376068
0,5391;-0,00325595887668
0,54;-0,00325595887668
0,5409;0,00162804600733
0,5418;-0,00325595887668
0,5427;-0,00325595887668
0,5436;0,00162804600733
0,5445;-0,00813996376068
0,5454;-0,00325595887668
0,5463;0,00162804600733
0,5472;-0,00325595887668
0,5481;0,00162804600733
0,549;0,00162804600733
0,5499;-0,00325595887668
0,5508;-0,00325595887668
0,5517;0,00162804600733
0,5526;-0,00325595887668
0,5535;-0,00325595887668
0,5544;0,00162804600733
0,5553;-0,00325595887668
0,5562;0,00162804600733
0,5571;-0,00325595887668
0,558;-0,00325595887668
0,5589;-0,00325595887668
0,5598;0,00162804600733
0,5607;-0,00325595887668
0,5616;0,00162804600733
0,5625;-0,00325595887668
0,5634;-0,00325595887668
0,5643;-0,00325595887668
0,5652;-0,00325595887668
0,5661;-0,00325595887668
0,567;0,00162804600733
0,5679;-0,00325595887668
0,5688;-0,00325595887668
0,5697;0,00162804600733
0,5706;0,00651205089133
0,5715;-0,00325595887668
0,5724;0,00162804600733
0,5733;0,00162804600733
0,5742;0,00162804600733
0,5751;-0,00325595887668
0,576;-0,00325595887668
0,5769;-0,00325595887668
0,5778;0,00162804600733
0,5787;0,00162804600733
0,5796;-0,00325595887668
0,5805;-0,00325595887668
0,5814;-0,00813996376068
0,5823;-0,00325595887668
0,5832;-0,00325595887668
0,5841;0,00162804600733
0,585;0,00162804600733
0,5859;-0,00325595887668
0,5868;0,00162804600733
0,5877;-0,00325595887668
0,5886;-0,00325595887668
0,5895;-0,00325595887668
0,5904;0,00162804600733
0,5913;0,00162804600733
0,5922;0,00162804600733
0,5931;-0,00325595887668
0,594;-0,00325595887668
0,5949;-0,00325595887668
0,5958;0,00162804600733
0,5967;0,00162804600733
0,5976;0,00162804600733
0,5985;-0,00325595887668
0,5994;-0,00325595887668
0,6003;-0,00325595887668
0,6012;-0,00325595887668
0,6021;-0,00325595887668
0,603;-0,00325595887668
0,6039;0,00162804600733
0,6048;0,00162804600733
0,6057;-0,00813996376068
0,6066;-0,00325595887668
0,6075;-0,00325595887668
0,6084;0,00162804600733
0,6093;0,00651205089133
0,6102;0,00162804600733
0,6111;0,00162804600733
0,612;-0,00813996376068
0,6129;-0,00325595887668
0,6138;-0,00325595887668
0,6147;0,00162804600733
0,6156;0,00651205089133
0,6165;0,00162804600733
0,6174;0,00162804600733
0,6183;-0,00813996376068
0,6192;-0,00325595887668
0,6201;-0,00325595887668
0,621;0,00162804600733
0,6219;-0,00325595887668
0,6228;0,00162804600733
0,6237;0,00162804600733
0,6246;-0,00325595887668
0,6255;-0,00325595887668
0,6264;-0,00813996376068
0,6273;0,00162804600733
0,6282;0,00162804600733
0,6291;-0,00325595887668
0,63;0,00651205089133
0,6309;0,00162804600733
0,6318;-0,00813996376068
0,6327;-0,00325595887668
0,6336;0,00162804600733
0,6345;0,00162804600733
0,6354;-0,00325595887668
0,6363;-0,00325595887668
0,6372;-0,00325595887668
0,6381;-0,00325595887668
0,639;-0,00813996376068
0,6399;0,00162804600733
0,6408;0,00162804600733
0,6417;0,00162804600733
0,6426;-0,00325595887668
0,6435;-0,00813996376068
0,6444;-0,00325595887668
0,6453;-0,00325595887668
0,6462;0,00162804600733
0,6471;-0,00325595887668
0,648;0,00162804600733
0,6489;0,00162804600733
0,6498;-0,00325595887668
0,6507;-0,00325595887668
0,6516;-0,00325595887668
0,6525;0,00651205089133
0,6534;-0,00325595887668
0,6543;0,00651205089133
0,6552;0,00162804600733
0,6561;-0,00325595887668
0,657;-0,00813996376068
0,6579;0,00162804600733
0,6588;0,00162804600733
0,6597;0,00162804600733
0,6606;-0,00325595887668
0,6615;-0,00325595887668
0,6624;-0,00813996376068
0,6633;-0,00325595887668
0,6642;-0,00325595887668
0,6651;0,00162804600733
0,666;0,00162804600733
0,6669;-0,00813996376068
0,6678;-0,00325595887668
0,6687;-0,00325595887668
0,6696;-0,00325595887668
0,6705;-0,00325595887668
0,6714;0,00162804600733
0,6723;-0,00325595887668
0,6732;-0,00813996376068
0,6741;0,00162804600733
0,675;-0,00813996376068
0,6759;-0,00325595887668
0,6768;-0,00325595887668
0,6777;0,00162804600733
0,6786;-0,00325595887668
0,6795;-0,00325595887668
0,6804;-0,00813996376068
0,6813;-0,00813996376068
0,6822;-0,00325595887668
0,6831;-0,00813996376068
0,684;0,00651205089133
0,6849;0,00162804600733
0,6858;0,00162804600733
0,6867;-0,00813996376068
0,6876;-0,00325595887668
0,6885;-0,00325595887668
0,6894;0,00162804600733
0,6903;0,00162804600733
0,6912;0,00162804600733
0,6921;-0,00325595887668
0,693;-0,00813996376068
0,6939;-0,00325595887668
0,6948;-0,00325595887668
0,6957;0,00162804600733
0,6966;0,00162804600733
0,6975;-0,00325595887668
0,6984;-0,00325595887668
0,6993;-0,00813996376068
0,7002;-0,00325595887668
0,7011;0,00162804600733
0,702;0,00162804600733
0,7029;-0,00325595887668
0,7038;0,00162804600733
0,7047;0,00162804600733
0,7056;-0,00325595887668
0,7065;-0,00813996376068
0,7074;-0,00813996376068
0,7083;-0,00325595887668
0,7092;0,00162804600733
0,7101;0,00162804600733
0,711;-0,00325595887668
0,7119;-0,00813996376068
0,7128;-0,00325595887668
0,7137;0,00162804600733
0,7146;0,00162804600733
0,7155;0,00162804600733
0,7164;0,00162804600733
0,7173;-0,00325595887668
0,7182;-0,00813996376068
0,7191;-0,00325595887668
0,72;-0,00325595887668
0,7209;-0,00325595887668
0,7218;0,00162804600733
0,7227;-0,00325595887668
0,7236;-0,00325595887668
0,7245;-0,00813996376068
0,7254;-0,00325595887668
0,7263;0,00162804600733
0,7272;0,00162804600733
0,7281;-0,00325595887668
0,729;0,00162804600733
0,7299;0,00162804600733
0,7308;-0,00325595887668
0,7317;-0,00325595887668
0,7326;0,00162804600733
0,7335;0,00162804600733
0,7344;0,00162804600733
0,7353;-0,00325595887668
0,7362;-0,00325595887668
0,7371;-0,00813996376068
0,738;0,00162804600733
0,7389;0,00162804600733
0,7398;-0,00325595887668
0,7407;-0,00325595887668
0,7416;-0,00325595887668
0,7425;-0,00813996376068
0,7434;-0,00813996376068
0,7443;-0,00813996376068
0,7452;0,00162804600733
0,7461;0,00162804600733
0,747;-0,00325595887668
0,7479;0,00162804600733
0,7488;-0,00325595887668
0,7497;0,00162804600733
0,7506;-0,00325595887668
0,7515;0,00162804600733
0,7524;0,00162804600733
0,7533;0,00162804600733
0,7542;-0,00325595887668
0,7551;-0,00813996376068
0,756;-0,00325595887668
0,7569;-0,00813996376068
0,7578;0,00162804600733
0,7587;-0,00325595887668
0,7596;-0,00325595887668
0,7605;-0,00325595887668
0,7614;-0,00325595887668
0,7623;-0,00325595887668
0,7632;-0,00325595887668
0,7641;0,00162804600733
0,765;-0,00325595887668
0,7659;0,00162804600733
0,7668;-0,00325595887668
0,7677;-0,00325595887668
0,7686;-0,00325595887668
0,7695;-0,00325595887668
0,7704;0,00162804600733
0,7713;-0,00325595887668
0,7722;0,00162804600733
0,7731;0,00162804600733
0,774;-0,00813996376068
0,7749;-0,00325595887668
0,7758;-0,00325595887668
0,7767;0,00162804600733
0,7776;0,00162804600733
0,7785;0,00162804600733
0,7794;-0,00325595887668
0,7803;-0,00325595887668
0,7812;-0,00325595887668
0,7821;0,00162804600733
0,783;0,00162804600733
0,7839;-0,00325595887668
0,7848;-0,00325595887668
0,7857;-0,00813996376068
0,7866;0,00162804600733
0,7875;0,00162804600733
0,7884;0,00162804600733
0,7893;0,00162804600733
0,7902;0,00162804600733
0,7911;0,00162804600733
0,792;-0,00813996376068
0,7929;-0,00325595887668
0,7938;-0,00325595887668
0,7947;-0,00325595887668
0,7956;-0,00325595887668
0,7965;0,00162804600733
0,7974;0,00162804600733
0,7983;-0,00813996376068
0,7992;-0,00813996376068
0,8001;-0,00813996376068
0,801;-0,00325595887668
0,8019;0,00162804600733
0,8028;-0,00325595887668
0,8037;0,00162804600733
0,8046;-0,00325595887668
0,8055;-0,00325595887668
0,8064;-0,00813996376068
0,8073;-0,00325595887668
0,8082;0,00651205089133
0,8091;-0,00325595887668
0,81;-0,00325595887668
0,8109;-0,00325595887668
0,8118;-0,00325595887668
0,8127;-0,00325595887668
0,8136;0,00162804600733
0,8145;-0,00813996376068
0,8154;-0,00813996376068
0,8163;-0,00325595887668
0,8172;-0,00325595887668
0,8181;-0,00325595887668
0,819;0,00162804600733
0,8199;-0,00325595887668
0,8208;-0,00325595887668
0,8217;-0,00325595887668
0,8226;-0,00325595887668
0,8235;-0,00325595887668
0,8244;-0,00325595887668
0,8253;0,00651205089133
0,8262;0,00162804600733
0,8271;-0,00325595887668
0,828;-0,00813996376068
0,8289;0,00162804600733
0,8298;-0,00325595887668
0,8307;-0,00813996376068
0,8316;-0,00325595887668
0,8325;0,00162804600733
0,8334;0,00162804600733
0,8343;-0,00325595887668
0,8352;0,00162804600733
0,8361;-0,00813996376068
0,837;-0,00813996376068
0,8379;-0,00325595887668
0,8388;0,00651205089133
0,8397;0,00162804600733
0,8406;0,00162804600733
0,8415;-0,00325595887668
0,8424;-0,00325595887668
0,8433;-0,00813996376068
0,8442;-0,00325595887668
0,8451;-0,00325595887668
0,846;0,00162804600733
0,8469;-0,00325595887668
0,8478;-0,00325595887668
0,8487;-0,00813996376068
0,8496;-0,00325595887668
0,8505;-0,00325595887668
0,8514;0,00162804600733
0,8523;0,00162804600733
0,8532;0,00162804600733
0,8541;-0,00325595887668
0,855;-0,00325595887668
0,8559;-0,00325595887668
0,8568;-0,00813996376068
0,8577;-0,00325595887668
0,8586;0,00651205089133
0,8595;0,00162804600733
0,8604;0,00162804600733
0,8613;-0,00325595887668
0,8622;-0,00325595887668
0,8631;-0,00813996376068
0,864;-0,00325595887668
0,8649;0,00162804600733
0,8658;0,00162804600733
0,8667;0,00162804600733
0,8676;0,00162804600733
0,8685;-0,00325595887668
0,8694;-0,00325595887668
0,8703;0,00162804600733
0,8712;0,00162804600733
0,8721;0,00162804600733
0,873;0,00162804600733
0,8739;-0,00325595887668
0,8748;-0,00325595887668
0,8757;-0,00813996376068
0,8766;-0,00325595887668
0,8775;-0,00325595887668
0,8784;0,00162804600733
0,8793;0,00162804600733
0,8802;0,00162804600733
0,8811;-0,00325595887668
0,882;-0,00325595887668
0,8829;-0,00813996376068
0,8838;0,00162804600733
0,8847;-0,00325595887668
0,8856;-0,00325595887668
0,8865;-0,00325595887668
0,8874;-0,00325595887668
0,8883;-0,00325595887668
0,8892;0,00162804600733
0,8901;0,00162804600733
0,891;0,00162804600733
0,8919;0,00162804600733
0,8928;0,00162804600733
0,8937;-0,00813996376068
0,8946;-0,00325595887668
0,8955;0,00162804600733
0,8964;-0,00325595887668
0,8973;0,00162804600733
0,8982;-0,00325595887668
0,8991;-0,00813996376068
0,9;-0,00325595887668
0,9009;-0,00325595887668
0,9018;-0,00325595887668
0,9027;-0,00325595887668
0,9036;0,00162804600733
0,9045;-0,00325595887668
0,9054;-0,00813996376068
0,9063;-0,00325595887668
0,9072;-0,00325595887668
0,9081;0,00162804600733
0,909;0,00162804600733
0,9099;0,00162804600733
0,9108;0,00162804600733
0,9117;0,00162804600733
0,9126;-0,00325595887668
0,9135;-0,00325595887668
0,9144;-0,00325595887668
0,9153;0,00162804600733
0,9162;-0,00325595887668
0,9171;-0,00325595887668
0,918;0,00162804600733
0,9189;-0,00325595887668
0,9198;-0,00325595887668
0,9207;-0,00325595887668
0,9216;0,00162804600733
0,9225;0,00162804600733
0,9234;0,00162804600733
0,9243;-0,00813996376068
0,9252;-0,00813996376068
0,9261;-0,00325595887668
0,927;-0,00325595887668
0,9279;-0,00325595887668
0,9288;0,00162804600733
